lo_orderkey|lo_linenumber|lo_custkey|lo_partkey|lo_suppkey|lo_orderdate|lo_orderpriority|lo_shippriority|lo_quantity|lo_extendedprice|lo_ordertotalprice|lo_discount|lo_revenue|lo_supplycost|lo_tax|lo_commitdate|lo_shipmode
5925|1|25|87|1|19970828|4-NOT SPECI|0|42|4145736|12181147|5|3938449|59224|2|19971028|SHIP
5634|4|25|182|2|19950216|3-MEDIUM|0|29|3138322|11858851|0|3138322|64930|1|19950517|MAIL
1031|5|16|191|2|19920220|1-URGENT|0|44|4801236|17823710|1|4753223|65471|7|19920514|AIR
5505|2|1|182|2|19980528|5-LOW|0|33|3571194|14732951|5|3392634|64930|8|19980705|AIR
2594|4|10|144|2|19960817|1-URGENT|0|46|4803044|9486639|0|4803044|62648|8|19961104|SHIP
4291|3|22|8|1|19960820|2-HIGH|0|25|2270000|12773577|9|2065700|54480|8|19961030|AIR
933|1|10|49|2|19970924|5-LOW|0|23|2182792|16971274|2|2139136|56942|4|19971107|MAIL
4002|3|14|40|2|19930507|3-MEDIUM|0|6|564024|12673657|8|518902|56402|7|19930805|RAIL
4291|1|22|192|2|19960820|2-HIGH|0|3|327657|12773577|8|301444|65531|8|19961112|SHIP
5095|5|28|166|1|19920511|4-NOT SPECI|0|9|959544|14314335|10|863589|63969|7|19920712|REG AIR
2883|2|2|125|1|19920919|4-NOT SPECI|0|27|2767824|17425206|0|2767824|61507|2|19921104|REG AIR
5348|2|16|156|2|19931010|5-LOW|0|31|3274065|10475086|7|3044880|63369|2|19931110|RAIL
3393|3|29|97|2|19941030|4-NOT SPECI|0|25|2492725|12940509|7|2318234|59825|2|19941208|MAIL
5120|2|14|53|1|19960210|5-LOW|0|15|1429575|9004895|0|1429575|57183|4|19960314|MAIL
358|5|23|29|2|19920303|5-LOW|0|18|1672236|14932155|1|1655513|55741|2|19920414|SHIP
1315|4|20|161|2|19950519|2-HIGH|0|19|2016204|12193523|2|1975879|63669|5|19950720|SHIP
1700|6|14|117|1|19950507|2-HIGH|0|6|610266|15358761|10|549239|61026|2|19950706|TRUCK
1475|4|16|187|1|19970824|5-LOW|0|50|5435900|18549666|3|5272823|65230|5|19970924|AIR
3812|1|25|145|2|19950222|5-LOW|0|33|3448962|14165190|0|3448962|62708|5|19950416|MAIL
2308|2|7|56|2|19960920|5-LOW|0|36|3441780|8420665|5|3269691|57363|6|19961023|MAIL
3014|4|23|114|2|19930412|3-MEDIUM|0|14|1419754|19415959|10|1277778|60846|2|19930614|SHIP
4453|1|4|147|2|19931011|3-MEDIUM|0|41|4293274|11082469|0|4293274|62828|8|19931124|REG AIR
3715|1|7|97|2|19980603|4-NOT SPECI|0|13|1296217|17331904|0|1296217|59825|3|19980711|SHIP
3841|1|2|157|1|19970104|4-NOT SPECI|0|1|105715|2778495|6|99372|63429|3|19970211|AIR
2919|5|7|150|2|19960103|2-HIGH|0|31|3255465|20145435|10|2929918|63009|8|19960328|SHIP
3399|2|23|55|1|19960331|4-NOT SPECI|0|8|764040|11160474|1|756399|57303|5|19960520|TRUCK
5729|4|2|116|2|19970517|5-LOW|0|49|4978939|16636274|2|4879360|60966|8|19970811|MAIL
3715|7|7|142|1|19980603|4-NOT SPECI|0|19|1980066|17331904|7|1841461|62528|8|19980816|AIR
4199|3|26|165|2|19970603|3-MEDIUM|0|15|1597740|4605181|9|1453943|63909|7|19970808|TRUCK
2182|1|14|132|2|19950501|4-NOT SPECI|0|27|2786751|17511962|2|2731015|61927|7|19950730|SHIP
1059|4|22|110|2|19980515|5-LOW|0|26|2626286|18479765|9|2389920|60606|1|19980704|TRUCK
4838|3|19|52|1|19921111|5-LOW|0|26|2475330|8643175|6|2326810|57123|4|19930203|FOB
132|6|2|17|2|19920501|4-NOT SPECI|0|36|3301236|16175892|6|3103161|55020|8|19920628|AIR
390|3|10|184|2|19930927|5-LOW|0|46|4987228|7539322|7|4638122|65050|4|19931109|SHIP
5732|2|19|176|1|19971012|3-MEDIUM|0|13|1399021|6603322|10|1259118|64570|5|19971211|TRUCK
999|2|22|199|1|19950505|2-HIGH|0|41|4506679|9222095|8|4146144|65951|1|19950803|REG AIR
5190|1|13|56|2|19970814|3-MEDIUM|0|43|4111015|3965484|9|3741023|57363|6|19970928|FOB
5536|1|28|90|2|19931225|1-URGENT|0|14|1386126|9607521|8|1275235|59405|6|19940216|MAIL
1538|4|4|104|2|19920805|2-HIGH|0|28|2811480|13664974|10|2530332|60246|4|19921014|RAIL
935|2|13|65|2|19950604|4-NOT SPECI|0|23|2219638|9773387|2|2175245|57903|1|19950805|TRUCK
965|7|22|118|1|19920621|3-MEDIUM|0|10|1018110|13096467|8|936661|61086|3|19920814|FOB
865|1|7|198|1|19931116|3-MEDIUM|0|16|1757104|1683129|7|1634106|65891|3|19940108|TRUCK
3685|1|10|47|1|19930203|1-URGENT|0|37|3504048|15495889|2|3433967|56822|3|19930427|TRUCK
644|4|11|80|2|19941122|2-HIGH|0|7|686056|16602444|1|679195|58804|2|19950122|RAIL
4551|2|16|179|2|19980502|5-LOW|0|26|2805842|5287650|2|2749725|64750|4|19980718|RAIL
1409|4|19|101|2|19941221|2-HIGH|0|48|4805280|16736401|10|4324752|60066|1|19950314|MAIL
133|3|13|118|2|19951021|4-NOT SPECI|0|29|2952519|17306512|9|2686792|61086|8|19951222|RAIL
3392|5|29|19|2|19960505|4-NOT SPECI|0|1|91901|12214580|5|87305|55140|2|19960611|MAIL
775|4|25|98|2|19920218|1-URGENT|0|44|4391596|20792292|5|4172016|59885|4|19920409|SHIP
2144|1|25|92|2|19920914|4-NOT SPECI|0|33|3273897|22277297|0|3273897|59525|7|19921206|AIR
5287|4|4|64|2|19970617|4-NOT SPECI|0|36|3470616|20494739|3|3366497|57843|8|19970825|RAIL
2309|3|16|15|2|19950502|2-HIGH|0|5|457505|9618098|1|452929|54900|0|19950626|SHIP
5187|5|16|47|1|19931126|5-LOW|0|33|3125232|15149572|0|3125232|56822|8|19940118|RAIL
4291|6|22|59|1|19960820|2-HIGH|0|13|1246765|12773577|4|1196894|57543|6|19961009|SHIP
928|2|28|48|2|19941217|1-URGENT|0|24|2275296|22813649|5|2161531|56882|8|19950222|AIR
3588|4|29|127|2|19950513|5-LOW|0|22|2259664|20792583|5|2146680|61627|0|19950630|RAIL
5383|5|4|141|1|19920109|5-LOW|0|48|4997472|14952223|4|4797573|62468|8|19920321|RAIL
1026|1|14|38|2|19940101|2-HIGH|0|36|3376908|13566396|10|3039217|56281|2|19940216|SHIP
1665|2|1|78|2|19971010|2-HIGH|0|1|97807|11253025|3|94872|58684|5|19971208|TRUCK
484|5|11|77|2|19960311|4-NOT SPECI|0|48|4689936|21992062|0|4689936|58624|5|19960416|MAIL
4515|1|23|39|1|19980307|4-NOT SPECI|0|15|1408545|1337272|6|1324032|56341|1|19980515|SHIP
263|3|22|143|2|19970210|3-MEDIUM|0|50|5215700|13859577|6|4902758|62588|4|19970426|TRUCK
3776|4|22|92|2|19930526|1-URGENT|0|49|4861241|20932580|8|4472341|59525|5|19930712|MAIL
4998|1|25|154|1|19961025|3-MEDIUM|0|12|1264980|9497535|4|1214380|63249|3|19961219|RAIL
3712|2|8|185|2|19980501|3-MEDIUM|0|13|1410734|12752705|3|1368411|65110|3|19980610|FOB
1572|4|28|28|1|19961212|3-MEDIUM|0|45|4176090|14907823|0|4176090|55681|5|19970312|FOB
2784|6|16|151|1|19920322|2-HIGH|0|4|420460|12505031|5|399437|63069|2|19920522|REG AIR
3014|2|23|106|2|19930412|3-MEDIUM|0|36|3621960|19415959|0|3621960|60366|8|19930611|MAIL
1472|1|14|8|2|19950109|1-URGENT|0|36|3268800|6533105|4|3138048|54480|5|19950216|SHIP
4866|2|16|102|1|19970302|5-LOW|0|1|100210|8452669|6|94197|60126|0|19970426|AIR
4448|4|22|141|1|19970715|1-URGENT|0|3|312342|11473458|1|309218|62468|1|19970903|TRUCK
964|3|4|57|1|19980430|2-HIGH|0|49|4689545|13114647|1|4642649|57423|3|19980721|MAIL
3744|4|16|51|2|19940911|4-NOT SPECI|0|41|3899305|10060820|2|3821318|57063|7|19941101|RAIL
3011|4|29|118|1|19970205|5-LOW|0|42|4276062|19447440|3|4147780|61086|2|19970311|MAIL
967|3|16|132|1|19950910|3-MEDIUM|0|10|1032130|17928795|0|1032130|61927|2|19951026|MAIL
935|3|13|135|1|19950604|4-NOT SPECI|0|36|3726468|9773387|6|3502879|62107|0|19950815|AIR
3843|2|19|1|1|19920426|1-URGENT|0|30|2703000|11702258|1|2675970|54060|5|19920715|AIR
1860|3|7|144|1|19980224|5-LOW|0|1|104414|2026953|2|102325|62648|0|19980405|AIR
2340|4|8|173|2|19960609|1-URGENT|0|10|1073170|7172097|6|1008779|64390|3|19960727|SHIP
2369|1|4|24|2|19980107|1-URGENT|0|30|2772060|19785557|5|2633457|55441|4|19980226|REG AIR
4513|2|28|70|1|19920317|1-URGENT|0|39|3783273|16902881|1|3745440|58204|4|19920516|MAIL
418|7|19|94|1|19951031|4-NOT SPECI|0|26|2584634|18455129|3|2507094|59645|4|19951206|RAIL
1575|1|11|29|1|19940827|5-LOW|0|42|3901884|8998034|5|3706789|55741|8|19941108|RAIL
2468|3|13|195|1|19970419|3-MEDIUM|0|44|4818836|14289684|0|4818836|65711|3|19970612|RAIL
3490|1|22|92|2|19941124|5-LOW|0|43|4265987|18460332|5|4052687|59525|5|19950204|SHIP
3424|1|11|181|2|19961016|3-MEDIUM|0|39|4216602|10288975|6|3963605|64870|7|19970103|MAIL
4837|3|5|68|2|19940510|1-URGENT|0|42|4065852|10732372|10|3659266|58083|0|19940722|MAIL
1538|3|4|130|2|19920805|2-HIGH|0|36|3708468|13664974|8|3411790|61807|4|19921028|MAIL
256|6|10|33|1|19931229|1-URGENT|0|5|466515|12551354|3|452519|55981|1|19940201|SHIP
163|4|7|193|1|19930130|4-NOT SPECI|0|5|546595|10181940|2|535663|65591|0|19930305|TRUCK
2148|6|17|182|2|19940603|3-MEDIUM|0|14|1515052|9894870|10|1363546|64930|4|19940726|MAIL
3392|2|29|123|2|19960505|4-NOT SPECI|0|13|1330056|12214580|9|1210350|61387|2|19960725|MAIL
1153|5|29|142|2|19971006|2-HIGH|0|45|4689630|18802309|0|4689630|62528|2|19971208|AIR
3206|1|17|176|2|19921009|1-URGENT|0|1|107617|6434486|7|100083|64570|5|19921216|FOB
358|2|23|190|2|19920303|5-LOW|0|32|3488608|14932155|5|3314177|65411|8|19920525|TRUCK
646|3|22|30|2|19940414|5-LOW|0|24|2232072|5521206|6|2098147|55801|2|19940522|TRUCK
4259|3|25|153|1|19921003|1-URGENT|0|16|1685040|10992644|5|1600788|63189|0|19921121|REG AIR
1606|4|14|97|1|19970108|3-MEDIUM|0|20|1994180|11587740|2|1954296|59825|4|19970216|TRUCK
1314|6|4|12|2|19931203|1-URGENT|0|3|273603|18808385|7|254450|54720|2|19940218|MAIL
807|2|13|155|2|19940213|3-MEDIUM|0|49|5170235|15573716|1|5118532|63309|6|19940415|TRUCK
5510|3|25|162|1|19980316|4-NOT SPECI|0|47|4992152|13484370|3|4842387|63729|1|19980531|SHIP
1478|2|1|146|2|19920828|3-MEDIUM|0|36|3766104|15657773|0|3766104|62768|5|19921031|TRUCK
1475|6|16|50|1|19970824|5-LOW|0|12|1140060|18549666|4|1094457|57003|4|19971011|TRUCK
5158|4|17|131|2|19980720|5-LOW|0|49|5052537|20469492|5|4799910|61867|1|19980917|REG AIR
2983|3|11|191|2|19970228|1-URGENT|0|48|5237712|11196984|4|5028203|65471|7|19970503|RAIL
2116|3|28|184|1|19961009|1-URGENT|0|11|1192598|6088790|3|1156820|65050|5|19961204|FOB
550|1|7|191|1|19970513|3-MEDIUM|0|31|3382689|12461950|4|3247381|65471|2|19970708|AIR
1056|2|11|134|2|19930426|3-MEDIUM|0|44|4550172|15123546|3|4413666|62047|5|19930611|REG AIR
4292|1|10|44|2|19920815|3-MEDIUM|0|22|2076888|18594574|8|1910736|56642|3|19920922|FOB
6|3|28|64|2|19950716|2-HIGH|0|47|4531082|17306124|7|4213906|57843|0|19950929|AIR
291|1|7|123|2|19921002|2-HIGH|0|21|2148552|6681705|5|2041124|61387|7|19921129|TRUCK
3110|1|5|89|2|19940810|4-NOT SPECI|0|1|98908|13926222|2|96929|59344|7|19940913|REG AIR
4609|1|7|47|2|19930110|2-HIGH|0|28|2651712|7721756|10|2386540|56822|5|19930325|REG AIR
3814|6|20|83|2|19980717|4-NOT SPECI|0|47|4620476|13819341|9|4204633|58984|5|19980826|AIR
5988|1|13|172|2|19930408|1-URGENT|0|41|4395897|12027509|8|4044225|64330|3|19930623|AIR
1794|1|10|168|1|19921121|2-HIGH|0|36|3845376|4080567|9|3499292|64089|8|19921225|FOB
4676|2|19|6|2|19980802|4-NOT SPECI|0|33|2989800|16176652|8|2750616|54360|5|19980901|FOB
4992|1|10|184|1|19960629|4-NOT SPECI|0|42|4553556|20763893|7|4234807|65050|1|19960805|RAIL
2087|1|7|127|1|19971108|2-HIGH|0|1|102712|4656326|5|97576|61627|4|19971230|REG AIR
3653|4|10|186|2|19921006|1-URGENT|0|9|977562|9126721|10|879805|65170|7|19921128|FOB
324|7|16|131|1|19950604|2-HIGH|0|2|206226|13010729|10|185603|61867|3|19950812|MAIL
1506|7|22|169|2|19980410|5-LOW|0|4|427664|19584484|7|397727|64149|0|19980625|REG AIR
1767|1|4|25|2|19920712|4-NOT SPECI|0|32|2960064|13658260|8|2723258|55501|4|19920911|SHIP
4647|2|17|129|2|19960813|4-NOT SPECI|0|34|3499008|8042306|1|3464017|61747|2|19960919|TRUCK
2274|5|10|95|2|19960429|4-NOT SPECI|0|13|1293617|9996895|5|1228936|59705|6|19960714|MAIL
4068|2|7|57|1|19950612|2-HIGH|0|31|2966855|13662389|8|2729506|57423|3|19950831|SHIP
5925|3|25|89|2|19970828|4-NOT SPECI|0|50|4945400|12181147|3|4797038|59344|4|19971025|TRUCK
2403|4|16|31|1|19961223|3-MEDIUM|0|30|2793090|11102079|5|2653435|55861|6|19970228|TRUCK
3783|1|29|167|2|19960501|5-LOW|0|36|3841776|15501792|4|3688104|64029|8|19960722|SHIP
5217|2|19|16|1|19970227|1-URGENT|0|23|2106823|6867528|6|1980413|54960|7|19970510|RAIL
3939|2|28|100|1|19960829|2-HIGH|0|21|2100210|8202026|6|1974197|60006|3|19961020|RAIL
2945|2|14|72|1|19950426|1-URGENT|0|30|2916210|6417556|5|2770399|58324|1|19950604|TRUCK
1922|2|16|77|1|19960907|4-NOT SPECI|0|17|1661019|16060789|9|1511527|58624|1|19961129|MAIL
1732|2|2|99|1|19940611|2-HIGH|0|36|3596724|8146423|1|3560756|59945|3|19940822|TRUCK
1888|2|2|74|1|19961218|4-NOT SPECI|0|38|3701466|22472411|3|3590422|58444|3|19970305|TRUCK
1153|2|29|169|1|19971006|2-HIGH|0|50|5345800|18802309|0|5345800|64149|7|19971231|REG AIR
4416|2|13|89|1|19930325|3-MEDIUM|0|3|296724|7606710|6|278920|59344|3|19930501|SHIP
320|5|28|186|2|19920319|1-URGENT|0|16|1737888|16974155|0|1737888|65170|0|19920610|FOB
5671|1|11|120|2|19921005|1-URGENT|0|25|2550300|8941062|0|2550300|61207|8|19921124|AIR
3046|5|5|137|2|19940130|4-NOT SPECI|0|38|3941094|16683737|8|3625806|62227|8|19940407|RAIL
1729|2|26|14|2|19960106|1-URGENT|0|46|4204446|16081382|4|4036268|54840|8|19960220|SHIP
5378|4|29|24|1|19971012|1-URGENT|0|35|3234070|15980172|10|2910663|55441|6|19971210|FOB
484|1|11|31|2|19960311|4-NOT SPECI|0|49|4562047|21992062|10|4105842|55861|2|19960506|TRUCK
3462|2|29|40|2|19950108|3-MEDIUM|0|43|4042172|6359017|8|3718798|56402|3|19950311|RAIL
2048|5|7|175|1|19940602|4-NOT SPECI|0|18|1935306|14060424|8|1780481|64510|7|19940710|RAIL
999|3|22|118|2|19950505|2-HIGH|0|15|1527165|9222095|7|1420263|61086|6|19950617|REG AIR
5187|3|16|18|1|19931126|5-LOW|0|28|2570428|15149572|8|2364793|55080|7|19940130|FOB
4548|2|25|47|2|19941229|2-HIGH|0|17|1609968|3552616|0|1609968|56822|8|19950324|REG AIR
1573|1|29|186|1|19950913|3-MEDIUM|0|5|543090|13209481|5|515935|65170|1|19951127|MAIL
1730|2|29|162|1|19931129|5-LOW|0|15|1593240|17701622|7|1481713|63729|4|19940118|AIR
3779|2|28|110|1|19960620|1-URGENT|0|5|505055|7785405|7|469701|60606|3|19960908|AIR
4037|1|7|64|2|19971116|1-URGENT|0|32|3084992|10520697|0|3084992|57843|6|19980131|AIR
3968|6|16|180|1|19920327|3-MEDIUM|0|41|4428738|25788678|1|4384450|64810|5|19920513|MAIL
2662|4|20|30|1|19920124|2-HIGH|0|34|3162102|11469733|6|2972375|55801|7|19920409|SHIP
5792|1|2|178|1|19930405|5-LOW|0|34|3665778|12824367|8|3372515|64690|7|19930626|RAIL
1442|7|28|51|1|19941206|3-MEDIUM|0|24|2282520|17644469|9|2077093|57063|7|19950215|REG AIR
2276|3|29|171|1|19980425|3-MEDIUM|0|27|2892159|4704214|7|2689707|64270|8|19980606|RAIL
5572|3|7|87|1|19920310|4-NOT SPECI|0|19|1875452|14573654|10|1687906|59224|0|19920531|RAIL
3584|3|25|24|1|19931205|2-HIGH|0|6|554412|14596114|3|537779|55441|6|19940305|MAIL
3522|2|19|87|1|19920503|2-HIGH|0|48|4737984|5394101|0|4737984|59224|3|19920606|SHIP
3142|4|28|180|1|19920130|5-LOW|0|6|648108|4536024|6|609221|64810|6|19920318|RAIL
1346|4|4|124|1|19980418|5-LOW|0|6|614472|9541426|2|602182|61447|2|19980521|AIR
2723|2|19|32|2|19940521|4-NOT SPECI|0|10|932030|5317584|6|876108|55921|8|19940714|MAIL
3270|1|29|35|1|19941019|3-MEDIUM|0|11|1028533|16666986|7|956535|56101|6|19950102|AIR
2403|2|16|152|2|19961223|3-MEDIUM|0|19|1999085|11102079|8|1839158|63129|7|19970315|FOB
4099|1|29|4|1|19931122|4-NOT SPECI|0|29|2621600|2552651|9|2385656|54240|7|19940205|FOB
3621|5|1|156|1|19961226|1-URGENT|0|44|4647060|17726222|1|4600589|63369|6|19970325|RAIL
1440|1|23|193|2|19940705|4-NOT SPECI|0|3|327957|311361|6|308279|65591|1|19940911|SHIP
2884|3|22|26|1|19941113|4-NOT SPECI|0|8|740816|8214901|8|681550|55561|8|19941230|TRUCK
1569|1|22|75|2|19921205|2-HIGH|0|5|487535|17542802|7|453407|58504|0|19930223|REG AIR
1125|2|13|138|1|19950919|4-NOT SPECI|0|24|2491512|8043838|10|2242360|62287|3|19951025|AIR
3618|1|10|140|2|19970307|5-LOW|0|38|3952532|8447726|8|3636329|62408|0|19970518|TRUCK
3651|2|8|155|2|19940327|1-URGENT|0|24|2532360|17471023|9|2304447|63309|4|19940616|RAIL
484|6|11|97|1|19960311|4-NOT SPECI|0|10|997090|21992062|1|987119|59825|8|19960422|FOB
3073|1|26|194|2|19940507|3-MEDIUM|0|16|1750704|5587914|7|1628154|65651|1|19940720|AIR
4935|3|13|11|2|19980406|3-MEDIUM|0|24|2186424|11417268|6|2055238|54660|4|19980629|RAIL
1536|6|7|146|1|19950618|4-NOT SPECI|0|41|4289174|12536076|1|4246282|62768|4|19950827|SHIP
3623|5|8|88|2|19940706|5-LOW|0|30|2964240|16085223|10|2667816|59284|4|19940911|RAIL
1699|1|26|38|2|19920519|2-HIGH|0|50|4690150|7729899|0|4690150|56281|6|19920810|FOB
2211|7|25|79|1|19930115|4-NOT SPECI|0|3|293721|14003123|6|276097|58744|5|19930225|RAIL
4004|2|7|64|1|19950104|3-MEDIUM|0|47|4531082|14541776|7|4213906|57843|4|19950402|SHIP
416|1|19|94|1|19950413|4-NOT SPECI|0|25|2485225|7136250|0|2485225|59645|5|19950612|TRUCK
546|4|25|33|1|19940921|1-URGENT|0|13|1212939|10639187|5|1152292|55981|3|19941031|REG AIR
4834|1|13|183|2|19961218|1-URGENT|0|27|2924586|16018848|6|2749110|64990|2|19970201|RAIL
5633|6|14|107|2|19920816|3-MEDIUM|0|1|100710|20711983|2|98695|60426|3|19921113|RAIL
5860|1|13|51|2|19970220|1-URGENT|0|10|951050|3454268|4|913008|57063|4|19970331|MAIL
386|2|10|69|2|19921216|4-NOT SPECI|0|16|1550496|9038040|6|1457466|58143|1|19930309|MAIL
5764|2|10|200|2|19930927|5-LOW|0|20|2200400|5321295|10|1980360|66012|5|19931218|FOB
2215|2|22|33|1|19930511|1-URGENT|0|30|2799090|18118655|1|2771099|55981|0|19930805|FOB
5541|1|23|96|1|19930925|3-MEDIUM|0|39|3884751|22943947|8|3573970|59765|5|19931222|RAIL
5158|2|17|85|1|19980720|5-LOW|0|18|1773144|20469492|4|1702218|59104|4|19980924|REG AIR
2343|1|22|110|1|19961224|2-HIGH|0|27|2727297|6203856|0|2727297|60606|0|19970322|SHIP
133|6|13|181|2|19951021|4-NOT SPECI|0|39|4216602|17306512|4|4047937|64870|7|19951214|RAIL
5124|1|23|55|2|19921012|4-NOT SPECI|0|43|4106715|12554043|0|4106715|57303|2|19921120|AIR
805|4|29|76|1|19931124|3-MEDIUM|0|26|2537782|11991607|8|2334759|58564|7|19940213|RAIL
5927|3|2|167|1|19920328|1-URGENT|0|32|3414912|10698821|10|3073420|64029|7|19920527|AIR
838|3|28|95|1|19970817|1-URGENT|0|23|2288707|6745499|10|2059836|59705|7|19971103|AIR
1956|7|11|178|2|19950922|5-LOW|0|1|107817|10424373|8|99191|64690|2|19951204|AIR
2949|1|16|21|1|19960206|2-HIGH|0|4|368408|18390322|6|346303|55261|6|19960412|REG AIR
3558|3|4|187|2|19970811|1-URGENT|0|3|326154|9646780|3|316369|65230|6|19971009|RAIL
1442|6|28|51|2|19941206|3-MEDIUM|0|46|4374830|17644469|10|3937347|57063|0|19950129|FOB
4451|4|13|150|1|19970401|3-MEDIUM|0|35|3675525|12663354|9|3344727|63009|1|19970618|SHIP
5412|1|20|54|2|19930325|4-NOT SPECI|0|2|190810|16269895|3|185085|57243|7|19930605|REG AIR
4518|6|23|1|2|19970807|3-MEDIUM|0|42|3784200|13277399|2|3708516|54060|1|19970906|TRUCK
3173|1|10|195|1|19940715|5-LOW|0|35|3833165|10450216|1|3794833|65711|8|19940919|RAIL
1314|4|4|178|2|19931203|1-URGENT|0|42|4528314|18808385|2|4437747|64690|4|19940104|SHIP
3524|2|13|143|2|19950316|5-LOW|0|17|1773338|3194027|9|1613737|62588|8|19950530|FOB
3363|3|17|159|1|19941109|2-HIGH|0|2|211830|11385604|1|209711|63549|7|19950117|SHIP
2405|3|11|17|1|19980619|2-HIGH|0|49|4493349|15658307|0|4493349|55020|6|19980917|FOB
1958|1|11|73|2|19980401|1-URGENT|0|9|875763|4053093|1|867005|58384|5|19980626|REG AIR
775|2|25|174|2|19920218|1-URGENT|0|21|2255757|20792292|1|2233199|64450|6|19920504|FOB
5508|3|8|29|2|19930108|3-MEDIUM|0|35|3251570|8723744|8|2991444|55741|3|19930320|MAIL
3143|4|4|66|1|19931221|3-MEDIUM|0|46|4443876|15634329|5|4221682|57963|8|19940122|REG AIR
5090|1|5|22|1|19951030|5-LOW|0|22|2028444|14703605|7|1886452|55321|0|19960115|TRUCK
2950|1|7|130|1|19931210|4-NOT SPECI|0|32|3296416|18362033|1|3263451|61807|5|19940129|REG AIR
2692|4|25|190|1|19960314|5-LOW|0|36|3924684|9083209|0|3924684|65411|4|19960530|SHIP
5665|1|10|101|1|19950810|1-URGENT|0|32|3203520|3267590|0|3203520|60066|2|19950913|AIR
3586|6|25|99|1|19950319|4-NOT SPECI|0|8|799272|11284504|9|727337|59945|1|19950501|RAIL
2656|3|4|2|1|19950923|3-MEDIUM|0|19|1713800|13549669|3|1662386|54120|2|19951214|MAIL
2435|5|17|72|1|19930421|4-NOT SPECI|0|3|291621|11474159|7|271207|58324|7|19930523|FOB
1734|2|23|118|1|19960517|5-LOW|0|4|407244|5443803|6|382809|61086|3|19960622|AIR
5062|1|26|101|1|19930106|5-LOW|0|9|900990|8357731|8|828910|60066|0|19930301|MAIL
355|2|13|97|2|19961009|2-HIGH|0|41|4088069|8917425|5|3883665|59825|0|19961113|TRUCK
3234|1|29|79|1|19961106|4-NOT SPECI|0|45|4405815|8271538|1|4361756|58744|4|19961210|TRUCK
3014|6|23|38|1|19930412|3-MEDIUM|0|30|2814090|19415959|4|2701526|56281|1|19930615|AIR
5315|4|8|83|1|19940909|5-LOW|0|24|2359392|20525869|3|2288610|58984|2|19941124|TRUCK
5664|3|4|53|1|19940202|2-HIGH|0|31|2954455|14584020|1|2924910|57183|3|19940325|FOB
5413|2|5|142|1|19920805|3-MEDIUM|0|37|3855918|22438257|2|3778799|62528|7|19921020|TRUCK
3585|5|16|25|2|19960510|4-NOT SPECI|0|13|1202526|15901539|6|1130374|55501|7|19960709|AIR
512|4|16|83|2|19960404|2-HIGH|0|10|983080|10614613|9|894602|58984|2|19960613|AIR
3042|3|11|14|1|19960403|2-HIGH|0|34|3107634|8669401|4|2983328|54840|0|19960616|TRUCK
3746|2|11|144|2|19980228|1-URGENT|0|28|2923592|11612154|6|2748176|62648|8|19980409|FOB
5345|1|10|83|1|19950222|3-MEDIUM|0|3|294924|15743464|5|280177|58984|1|19950403|SHIP
3200|1|19|116|2|19921224|5-LOW|0|17|1727387|4346921|10|1554648|60966|0|19930308|AIR
805|6|29|145|2|19931124|3-MEDIUM|0|3|313542|11991607|0|313542|62708|5|19931228|REG AIR
3300|1|7|129|1|19951114|2-HIGH|0|3|308736|292866|7|287124|61747|2|19960201|REG AIR
2277|4|16|159|2|19930223|3-MEDIUM|0|31|3283365|15784588|2|3217697|63549|0|19930510|MAIL
4039|4|16|28|1|19940609|1-URGENT|0|43|3990486|18403510|1|3950581|55681|2|19940715|FOB
3494|2|25|75|1|19970804|1-URGENT|0|23|2242661|16073695|10|2018394|58504|1|19971004|FOB
5091|3|16|129|2|19930903|3-MEDIUM|0|41|4219392|17924544|0|4219392|61747|8|19931026|RAIL
5280|3|10|66|2|19980130|1-URGENT|0|43|4154058|10915294|3|4029436|57963|2|19980410|REG AIR
2560|1|2|169|1|19920801|1-URGENT|0|41|4383556|15342679|7|4076707|64149|1|19921007|SHIP
770|4|20|152|1|19930417|2-HIGH|0|15|1578225|9849151|5|1499313|63129|5|19930621|AIR
1283|4|4|192|1|19920601|1-URGENT|0|40|4368760|15244300|7|4062946|65531|3|19920825|MAIL
2694|2|7|157|2|19930608|1-URGENT|0|35|3700025|10280759|7|3441023|63429|3|19930826|RAIL
1507|2|13|40|1|19930708|5-LOW|0|33|3102132|13350597|4|2978046|56402|2|19930916|REG AIR
2434|1|25|95|1|19950911|4-NOT SPECI|0|1|99509|6899942|1|98513|59705|6|19951012|MAIL
1825|3|22|17|2|19960622|4-NOT SPECI|0|7|641907|17116070|4|616230|55020|3|19960817|REG AIR
1761|5|25|157|1|19961029|2-HIGH|0|37|3911455|21192595|3|3794111|63429|4|19970117|MAIL
642|3|2|131|2|19920501|1-URGENT|0|42|4330746|20208675|4|4157516|61867|5|19920611|AIR
3938|1|29|159|2|19960214|5-LOW|0|46|4872090|14916855|10|4384881|63549|7|19960416|FOB
4962|6|22|191|1|19970728|4-NOT SPECI|0|35|3819165|23499991|2|3742781|65471|7|19971013|AIR
4965|3|20|101|2|19970217|3-MEDIUM|0|27|2702970|11062682|5|2567821|60066|6|19970422|SHIP
386|1|10|153|2|19921216|4-NOT SPECI|0|39|4107285|9038040|10|3696556|63189|7|19930119|SHIP
3203|4|29|148|1|19920411|5-LOW|0|24|2515536|21317582|0|2515536|62888|0|19920705|RAIL
